Species	Status
Viverravidae	extinct
Viverravinae	extinct
Viverravus	extinct
Viverravus_acutus	extinct
Viverravus_gracilis	extinct
Viverravus_lawsoni	extinct
Viverravus_laytoni	extinct
Viverravus_lutosus	extinct
Viverravus_minutus	extinct
Viverravus_politus	extinct
Viverravus_rosei	extinct
Viverravus_sicarius	extinct
Viverra_zibetha	extinct
Viverricula_malaccensis	extinct
Viverridae	extinct
Viverrinae	extinct
Viverriscus_omnivorus	extinct
Vormela	extinct
Vulpavus	extinct
Vulpavus_australis	extinct
Vulpavus_canavus	extinct
Vulpavus_farsonensis	extinct
Vulpavus_hargeri	extinct
Vulpavus_ovatus	extinct
Vulpavus_palustris	extinct
Vulpavus_profectus	extinct
Vulpes	extinct
Vulpes_cascadensis	extinct
Vulpes_chama	extant
Vulpes_kernensis	extinct
Vulpes_mathisoni	extinct
Vulpes_stenognathus	extinct
Vulpes_velox	extant
Vulpes_vulpes	extant
Vulpes_vulpes_macroura	extinct
Vulpini	extinct
Wallia	extinct
Wallia_scalopidens	extinct
Wilsonosorex	extinct
Wilsonosorex_bateslandensis	extinct
Wilsonosorex_conulatus	extinct
Witwatia_eremicus	extinct
Witwatia_schlosseri	extinct
Wyonycteris	extinct
Wyonycteris_chalix	extinct
Wyonycteris_primitivus	extinct
Wyonycteris_richardi	extinct
Xenacodon_mutilatus	extinct
Xenictis	extinct
Xenocranium	extinct
Xenocyon	extinct
Xenocyon_lycaonoides	extinct
Xenocyon_texanus	extinct
Xenorhinos_halli	extinct
Xenosmilus_hodsonae	extinct
Xinyuictis_tenuis	extinct
Ysengrinia	extinct
Ysengrinia_americana	extinct
Ysengrinia_gerandiana	extinct
Ysengrinia_ginsburgi	extinct
Yuanqulestes_qiui	extinct
Zalophus	extinct
Zalophus_californianus	extant
Zaraalestes	extinct
Zaraalestes_minutus	extinct
Zaraalestes_russelli	extinct
Zelceina_kormosi	extinct
Zelceina_podlesicensis	extinct
Zodiocyon_zetesios	extinct
Zodiolestes	extinct
Zodiolestes_daimonelixensis	extinct
Zodiolestes_freundi	extinct
