Species	Status	min_age	max_age
Podilymbus_podiceps	extant	0.0117	0.126
Ciconia_maltha	extinct	0.0117	0.126
Lophodytes_cucullatus	extinct	0.0117	0.126
Teratornis_merriami	extant	0.0117	0.126
Melanerpes_carolinus	extinct	0.0117	0.126
Pandion_lovensis	extinct	10.3	13.6
Boreortalis_laesslei	extinct	15.97	20.43
Porzana_auffenbergi	extinct	0.0117	0.126
Podilymbus_podiceps	extant	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	0.126
Porphyrula	extinct	0.0117	0.126
Gallinula_chloropus	extant	0.0117	0.126
Fulica_americana	extant	0.0117	0.126
Ammodramus	extinct	0.0117	0.126
Colinus_virginianus	extant	0.0117	0.126
Scolopax_minor	extinct	0.0117	0.126
Strix_varia	extinct	0.0117	0.126
Colaptes_auratus	extant	0.0117	0.126
Sturnella	extinct	0.0117	0.126
Podilymbus_podiceps	extant	0.0117	0.126
Aythya_collaris	extinct	0.0117	0.126
Accipiter	extinct	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Bonasa_umbellus	extant	0.0117	0.126
Colinus_suilium	extinct	0.0117	0.126
Meleagris_gallopavo	extant	0.0117	0.126
Ectopistes_migratorius	extant	0.0117	0.126
Corvus_ossifragus	extinct	0.0117	0.126
Aphelocoma_coerulescens	extinct	0.0117	0.126
Pipilo	extinct	0.0117	0.126
Spizella	extinct	0.0117	0.126
Spizella_pusilla	extinct	0.0117	0.126
Podilymbus_podiceps	extant	0.0117	0.126
Querquedula	extinct	0.0117	0.126
Nettion	extinct	0.0117	0.126
Anas_clypeata	extinct	0.0117	0.126
Aythya_collaris	extinct	0.0117	0.126
Falco_readi	extinct	0.0117	0.126
Falco	extinct	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Colinus_suilium	extinct	0.0117	0.126
Meleagris_gallopavo	extant	0.0117	0.126
Rallus_elegans	extinct	0.0117	0.126
Rallus_limicola	extinct	0.0117	0.126
Porzana	extinct	0.0117	0.126
Porzana_auffenbergi	extinct	0.0117	0.126
Porphyrula	extinct	0.0117	0.126
Gallinula_chloropus	extant	0.0117	0.126
Fulica_minor	extinct	0.0117	0.126
Dorypaltus	extinct	0.0117	0.126
Tringa	extinct	0.0117	0.126
Tringa	extinct	0.0117	0.126
Zenaida_macroura	extant	0.0117	0.126
Otus_asio	extant	0.0117	0.126
Colaptes_auratus	extant	0.0117	0.126
Melanerpes_carolinus	extinct	0.0117	0.126
Tachycineta_speleodytes	extinct	0.0117	0.126
Corvus_brachyrhynchos	extinct	0.0117	0.126
Corvus_ossifragus	extinct	0.0117	0.126
Cyanocitta_cristata	extant	0.0117	0.126
Agelaius_phoeniceus	extinct	0.0117	0.126
Sturnella	extinct	0.0117	0.126
Cremaster_tytthus	extinct	0.0117	0.126
Passerculus_sandwichensis	extinct	0.0117	0.126
Buteo_lineatus	extinct	0.0117	2.588
Caracara_creightoni	extant	0.0117	2.588
Burhinus_nanus	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Columba	extinct	0.0117	2.588
Zenaida	extinct	0.0117	2.588
Tyto	extinct	0.0117	2.588
Tyto_alba	extant	0.0117	2.588
Glaucidium_dickinsoni	extinct	0.0117	2.588
Otus_providentiae	extinct	0.0117	2.588
Bathoceleus_hyphalus	extinct	0.0117	2.588
Melanerpes	extinct	0.0117	2.588
Corvus_wetmorei	extinct	0.0117	2.588
Tinamisornis_parvulus	extinct	4	6.8
Tinamisornis_intermedius	extinct	4	6.8
Agelaius_phoeniceus	extinct	0.012	0.3
Xanthocephalus_xanthocephalus	extinct	0.012	0.3
Euphagus	extinct	0.012	0.3
Quiscalus_mexicanus	extinct	0.012	0.3
Pandanaris_convexa	extinct	0.012	0.3
Molothrus_ater	extinct	0.012	0.3
Molothrus	extinct	0.012	0.3
Icterus	extinct	0.012	0.3
Megapaloelodus_connectens	extinct	15.97	20.43
Dendrochen_robusta	extinct	15.97	20.43
Querquedula_integra	extinct	15.97	20.43
Buteoninae	extinct	15.97	20.43
Ortalis_pollicaris	extinct	15.97	20.43
Tympanuchus_stirtoni	extinct	15.97	20.43
Miortyx_teres	extinct	15.97	20.43
Strix_dakota	extinct	15.97	20.43
Megapaloelodus_opsigonus	extinct	10.3	13.6
Eremochen_russelli	extinct	5.333	23.03
Ocyplonessa_shotwelli	extinct	5.333	23.03
Eremochen_russelli	extinct	5.333	23.03
Eremochen_russelli	extinct	10.3	13.6
Querquedula_pullulans	extinct	10.3	13.6
Ocyplonessa_shotwelli	extinct	10.3	13.6
Fulica_infelix	extinct	5.333	23.03
Phalacrocorax_leptopus	extinct	5.333	11.608
Neophrontops	extinct	5.333	11.608
Cyrtonyx_tedfordi	extinct	13.6	15.97
Anatidae	extinct	13.6	15.97
Buteoninae	extinct	13.6	15.97
Nettion_ogallalae	extinct	10.3	13.6
Palaeostruthus_eurius	extinct	4.9	13.6
Ereunetes_rayi	extinct	4.9	10.3
Phalacrocorax_wetmorei	extinct	4.9	10.3
Propelargus_olseni	extinct	15.97	20.43
Probalearica_crataegensis	extinct	15.97	20.43
Puffinus_micraulax	extinct	5.333	23.03
Sula_universitatis	extinct	11.608	23.03
Agelaius_phoeniceus	extinct	0.0117	0.126
Bonasa_umbellus	extant	0.0117	0.126
Falco	extinct	0.0117	0.126
Mergus_merganser	extant	0.0117	0.126
Anser	extinct	0.0117	0.126
Nettion_greeni	extinct	10.3	13.6
Agriocharis_anza	extinct	0.3	1.8
Agriocharis_progenes	extinct	1.8	4.9
Puffinus_lherminieri	extant	0	0.126
Dendrocygna_arborea	extant	0	0.126
Dendrocygna_autumnalis	extant	0	0.126
Neochen_barbadiana	extant	0	0.126
Buteo_jamaicensis	extant	0	0.126
Fulica_podagrica	extant	0	0.126
Aechmophorus_occidentalis	extinct	0.0117	2.588
Podiceps	extinct	0.0117	2.588
Phoenicopterus_copei	extinct	0.0117	2.588
Aythya_affinis	extinct	0.0117	2.588
Fulica_americana	extant	0.0117	2.588
Meleagris_gallopavo	extant	0.0117	0.126
Aves	extinct	0	0.126
Podilymbus_podiceps	extant	0.0117	0.126
Butorides_virescens	extinct	0.0117	0.126
Botaurus_lentiginosus	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Anas_platyrhynchos	extant	0.0117	0.126
Anas_acuta	extant	0.0117	0.126
Anas_carolinensis	extinct	0.0117	0.126
Anas_discors	extinct	0.0117	0.126
Anas_clypeata	extinct	0.0117	0.126
Aix_sponsa	extinct	0.0117	0.126
Aythya_collaris	extinct	0.0117	0.126
Aythya_affinis	extinct	0.0117	0.126
Bucephala_albeola	extinct	0.0117	0.126
Clangula	extinct	0.0117	0.126
Lophodytes_cucullatus	extinct	0.0117	0.126
Coragyps	extinct	0.0117	0.126
Accipiter	extinct	0.0117	0.126
Buteo_platypterus	extinct	0.0117	0.126
Caracara	extinct	0.0117	0.126
Falco	extinct	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Tympanuchus_cupido	extinct	0.0117	0.126
Colinus_suilium	extinct	0.0117	0.126
Rallus_elegans	extinct	0.0117	0.126
Rallus_limicola	extinct	0.0117	0.126
Porzana_auffenbergi	extinct	0.0117	0.126
Porzana	extinct	0.0117	0.126
Coturnicops	extinct	0.0117	0.126
Laterallus_guti	extinct	0.0117	0.126
Porphyrula	extinct	0.0117	0.126
Gallinula_chloropus	extant	0.0117	0.126
Fulica_americana	extant	0.0117	0.126
Dorypaltus_prophatus	extinct	0.0117	0.126
Charadrius_vociferus	extinct	0.0117	0.126
Scolopax_minor	extinct	0.0117	0.126
Numenius	extinct	0.0117	0.126
Actitis_macularia	extinct	0.0117	0.126
Totanus	extinct	0.0117	0.126
Limnodromus	extinct	0.0117	0.126
Recurvirostra	extinct	0.0117	0.126
Ectopistes_migratorius	extant	0.0117	0.126
Zenaida	extinct	0.0117	0.126
Coccyzus_americanus	extinct	0.0117	0.126
Tyto_alba	extant	0.0117	0.126
Otus_asio	extant	0.0117	0.126
Speotyto_cunicularia	extinct	0.0117	0.126
Asio_flammeus	extant	0.0117	0.126
Colaptes_auratus	extant	0.0117	0.126
Melanerpes_erythrocephalus	extinct	0.0117	0.126
Tachycineta_speleodytes	extinct	0.0117	0.126
Aphelocoma_coerulescens	extinct	0.0117	0.126
Protocitta_dixi	extinct	0.0117	0.126
Corvus_brachyrhynchos	extinct	0.0117	0.126
Corvus_ossifragus	extinct	0.0117	0.126
Troglodytes	extinct	0.0117	0.126
Cistothorus	extinct	0.0117	0.126
Toxostoma_rufum	extinct	0.0117	0.126
Sturnella	extinct	0.0117	0.126
Quiscalus_quiscula	extinct	0.0117	0.126
Molothrus_ater	extinct	0.0117	0.126
Cremaster_tytthus	extinct	0.0117	0.126
Pandanaris_convexa	extinct	0.0117	0.126
Ammodramus	extinct	0.0117	0.126
Cathartes_aura	extant	0.0117	0.126
Catharista_shastensis	extinct	0.0117	0.126
Gymnogyps_californianus	extinct	0.0117	0.126
Buteo	extinct	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Falco	extinct	0.0117	0.126
Bubo_sinclairi	extant	0.0117	0.126
Otus_asio	extant	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Meleagris	extinct	0.0117	0.126
Dendragapus_obscurus	extant	0.0117	0.126
Bonasa_umbellus	extant	0.0117	0.126
Oreortyx_picta	extinct	0.0117	0.126
Colaptes	extinct	0.0117	0.126
Corvus_brachyrhynchos	extinct	0.0117	0.126
Cathartes_aura	extant	0.0117	0.126
Catharista_shastensis	extinct	0.0117	0.126
Gymnogyps_californianus	extinct	0.0117	0.126
Buteo_swainsoni	extinct	0.0117	0.126
Accipiter	extinct	0.0117	0.126
Falco_sparverius	extant	0.0117	0.126
Bubo_virginianus	extant	0.0117	0.126
Bubo_sinclairi	extant	0.0117	0.126
Asio	extinct	0.0117	0.126
Glaucidium	extinct	0.0117	0.126
Anserinae	extinct	0.0117	0.126
Dendragapus_obscurus	extant	0.0117	0.126
Colaptes	extinct	0.0117	0.126
Cyanocitta	extinct	0.0117	0.126
Cathartes_aura	extant	0.0117	0.126
Catharista_shastensis	extinct	0.0117	0.126
Geranoaetus	extinct	0.0117	0.126
Oreortyx_picta	extinct	0.0117	0.126
Lophortyx	extinct	0.0117	0.126
Colaptes	extinct	0.0117	0.126
Corvus_corax	extant	0.0117	0.126
Cyanocitta	extinct	0.0117	0.126
Euphagus	extinct	0.0117	0.126
Fortunguavis_xiaotaizicus	extinct	113	125
Jinzhouornis_zhangjiyingia	extinct	122.46	130
Jinzhouornis_yixianensis	extinct	122.46	129.4
Evgenavis_nobilis	extinct	113	129.4
Tianyuornis_cheni	extinct	122.46	125.45
Jibeinia_luanhera	extinct	125	129.4
Protopteryx_fengningensis	extinct	125	129.4
Gurilynia_nessovi	extinct	66	83.6
Hesperornis_crassipes	extinct	66	100.5
Hesperornis_gracilis	extinct	66	100.5
Zhouornis_hani	extinct	113	125
Branta_woolfendeni	extinct	13.6	15.97
Anatidae	extinct	13.6	15.97
Podicipedidae	extinct	13.6	15.97
Passeriformes	extinct	13.6	15.97
Puffinus_mitchelli	extinct	13.82	15.97
Morus	extinct	13.82	15.97
Branta	extinct	13.82	15.97
Recurvirostra	extinct	13.82	15.97
Pelagornis_sandersi	extinct	23.03	28.1
Ichthyornis_dispar	extinct	70.6	89.3
Grabauornis_lingyuanensis	extinct	125	129.4
Plotornis_graculoides	extinct	15.97	23.03
Bambolinetta_lignitifila	extinct	5.333	11.608
Sulidae	extinct	10.3	13.6
Clangula	extinct	0	0.0117
Somateria	extinct	0	0.0117
Branta	extinct	0	0.0117
Calidris	extinct	0	0.0117
Pagophila	extinct	0	0.0117
Larus	extinct	0	0.0117
Rissa_tridactyla	extant	0	0.0117
Larus	extinct	0	0.0117
Phalacrocorax	extinct	0	0.0117
Fulmarus_glacialis	extant	0	0.0117
Alle_alle	extant	0.0117	0.126
Clangula	extinct	0.0117	0.126
Aves	extinct	0.0117	0.126
Uria	extinct	0.0117	0.126
Aves	extinct	70.6	83.5
Enantiornithes	extinct	122.46	125.45
Eopengornis_martini	extinct	129.4	132.9
Jeholornis_curvipes	extinct	122.46	125.45
Iteravis	extinct	113	125
Aves	extinct	33.3	33.9
Juncitarsus_gracillimus	extinct	46.2	50.3
Accipitridae	extinct	46.2	50.3
Burhinidae	extinct	46.2	50.3
Rallidae	extinct	46.2	50.3
Geranoididae	extinct	46.2	50.3
Lithornis	extinct	56.8	61.7
Gobipteryx	extinct	72.1	83.6
Lamarqueavis_australis	extinct	66	83.5
Cimolopterygidae	extinct	66	83.5
Scopelortyx_klinghardtensis	extinct	38	41.3
Namapsitta_praeruptorum	extinct	38	41.3
Aves	extinct	66	70.6
Aves	extinct	139.8	145
Aves	extinct	15.97	23.03
Aves	extinct	2.588	3.6
Koreanaornis_hamanensis	extinct	100.5	125
Jindongornipes_kimi	extinct	100.5	125
Koreanaornis_hamanensis	extinct	100.5	113
Koreanaornis_hamanensis	extinct	100.5	125
Jindongornipes_kimi	extinct	100.5	125
Sula	extinct	5.333	7.246
Sula	extinct	7.246	11.62
Sula_magna	extinct	5.333	7.246
Sula_sulita	extinct	5.333	7.246
Sula	extinct	7.246	11.62
Morus_peruvianus	extinct	5.333	7.246
Aquatilavipes_curriei	extinct	105.3	109
Aves	extinct	105.3	109
Anhinga	extinct	11.1	13.65
Bucephala	extinct	11.1	13.65
Mergus	extinct	11.1	13.65
Clangula	extinct	11.1	13.65
Porzana	extinct	11.1	13.65
Rallus	extinct	11.1	13.65
Rallidae	extinct	11.1	13.65
Charadriiformes	extinct	11.1	13.65
Passeriformes	extinct	11.1	13.65
Passeriformes	extinct	11.1	13.65
Aves	extinct	11.1	13.65
Aves	extinct	66	70.6
Telmatornis_priscus	extinct	61.7	70.6
Avipedidae	extinct	33.9	48.6
Avipedidae	extinct	33.9	48.6
Anas	extinct	9.7	11.1
Anas	extinct	9.7	11.1
Miophasianus_medius	extinct	9.7	11.1
Palaeortyx	extinct	9.7	11.1
Palaeortyx	extinct	9.7	11.1
Miorallus	extinct	9.7	11.1
Strix_brevis	extinct	9.7	11.1
Athene	extinct	9.7	11.1
Corvus	extinct	9.7	11.1
Longipteryx_chaoyangensis	extinct	113	125
Yuanjiawaornis_viriosus	extinct	113	125
Gobipteryx	extinct	66	83.5
Elsornis_keni	extinct	72.1	83.6
Aves	extinct	66	72.1
Archaeornithura_meemannae	extinct	122.46	130
Hollanda_luceria	extinct	72.1	83.6
Aves	extinct	66	100.5
Aves	extinct	70.6	83.5
Aves	extinct	40.4	46.2
Gruiformes	extinct	40.4	46.2
Cratoavis_cearensis	extinct	113	125
Parapengornis_eurycaudatus	extinct	113	125
Juehuaornis_zhangi	extinct	113	125
Podiceps_caspicus	extinct	0.0117	2.588
Aechmophorus_occidentalis	extinct	0.0117	2.588
Podilymbus_podiceps	extant	0.0117	2.588
Phalacrocorax_goletensis	extinct	0.0117	2.588
Phalacrocorax_chapalensis	extinct	0.0117	2.588
Anhinga_anhinga	extinct	0.0117	2.588
Tigrisoma	extinct	0.0117	2.588
Aythya_americana	extinct	0.0117	2.588
Aythya_marila	extinct	0.0117	2.588
Aythya	extinct	0.0117	2.588
Oxyura_zapatanima	extinct	0.0117	2.588
Tringa_fuscicollis	extinct	0.0117	2.588
Sturnella	extinct	0.0117	2.588
Holbotia_ponomarenkoi	extinct	113	132.9
Kuszholia_mengi	extinct	86.3	89.8
Anatidae	extinct	0	0.0117
Anas	extinct	0	0.0117
Accipitrinae	extinct	0	0.0117
Haliaeetus	extinct	0	0.0117
Buteo_buteo	extant	0	0.0117
Phalacrocorax_carbo	extant	0	0.0117
Corvus_corax	extant	0	0.0117
Emberizidae	extinct	0	0.0117
Kuntur_cardenasi	extinct	7.246	11.62
Spheniscus	extinct	7.246	11.62
Pelecaniformes	extinct	7.246	11.62
Gobipteryx_minuta	extinct	70.6	83.5
Aves	extinct	83.6	86.3
Remiornis	extinct	55.8	58.7
Gastornis	extinct	55.8	58.7
Neognathae	extinct	55.8	58.7
Confuciusornis	extinct	122.46	125.45
Plioperdix_hungarica	extinct	5.333	8.7
Anas_kurochkini	extinct	5.333	8.7
Gallinago_azovica	extinct	5.333	8.7
Accipitridae	extinct	13.6	15.97
Fumicollis_hoffmani	extinct	70.6	89.3
Pelagornis	extinct	15.97	20.44
Pelagornis_chilensis	extinct	11.62	13.82
Shiriyanetta_hasegawai	extinct	0.0117	0.126
Shiriyanetta_hasegawai	extinct	0.0117	0.126
Palaeortyx_volans	extinct	5.333	11.608
Palaeortyx_volans	extinct	5.333	11.608
Palaeortyx_volans	extinct	5.333	11.608
Sphenisciformes	extinct	47.8	56
Pelecanoides_miokuaka	extinct	15.9	19
Manuherikia_lacustrina	extinct	15.9	19
Manuherikia_lacustrina	extinct	15.9	19
Manuherikia_lacustrina	extinct	15.9	19
Manuherikia_minuta	extinct	15.9	19
Manuherikia_minuta	extinct	15.9	19
Miotadorna_sanctibathansi	extinct	15.9	19
Miotadorna_sanctibathansi	extinct	15.9	19
Anserinae	extinct	15.9	19
Dunstanetta_johnstoneorum	extinct	15.9	19
Matanas_enrighti	extinct	15.9	19
Matanas_enrighti	extinct	15.9	19
Accipitridae	extinct	15.9	19
Accipitridae	extinct	15.9	19
Aptornis_proasciarostratus	extinct	15.9	19
Laridae	extinct	15.9	19
Laridae	extinct	15.9	19
Charadriiformes	extinct	15.9	19
Charadriiformes	extinct	15.9	19
Charadriiformes	extinct	15.9	19
Columbidae	extinct	15.9	19
Nelepsittacus_minimus	extinct	15.9	19
Nelepsittacus_donmertoni	extinct	15.9	19
Aegotheles	extinct	15.9	19
Collocalia	extinct	15.9	19
Cracticidae	extinct	15.9	19
Passeriformes	extinct	15.9	19
Passeriformes	extinct	15.9	19
Dinornithiformes	extinct	15.9	19
Rallidae	extinct	15.9	19
Rallidae	extinct	15.9	19
Dinornithiformes	extinct	15.9	19
Rallidae	extinct	15.9	19
Charadriiformes	extinct	15.9	19
Passeriformes	extinct	15.9	19
Pleistorallus_flemingi	extinct	0.0117	2.588
Rallidae	extinct	0.0117	2.588
Aves	extinct	0.0117	2.588
Rupephaps_taketake	extinct	15.9	19
Aptornis_proasciarostratus	extinct	15.9	19
Dinornithiformes	extinct	15.9	19
Dinornithiformes	extinct	15.9	19
Dinornithiformes	extinct	15.9	19
Palaelodus_aotearoa	extinct	15.9	19
Palaelodus_aotearoa	extinct	15.9	19
Palaelodus_aotearoa	extinct	15.9	19
Matuku_otagoense	extinct	15.9	19
Matuku_otagoense	extinct	15.9	19
Matuku_otagoense	extinct	15.9	19
Manuherikia_douglasi	extinct	15.9	19
Manuherikia_douglasi	extinct	15.9	19
Manuherikia_douglasi	extinct	15.9	19
Anserinae	extinct	15.9	19
Anserinae	extinct	15.9	19
Anserinae	extinct	15.9	19
Pikaihao_bartlei	extinct	15.9	19
Proapteryx_micromeros	extinct	15.9	19
Proapteryx_micromeros	extinct	15.9	19
Nelepsittacus_minimus	extinct	15.9	19
Nelepsittacus_minimus	extinct	15.9	19
Nelepsittacus_minimus	extinct	15.9	19
Nelepsittacus_minimus	extinct	15.9	19
Nelepsittacus_donmertoni	extinct	15.9	19
Nelepsittacus_donmertoni	extinct	15.9	19
Nelepsittacus_daphneleeae	extinct	15.9	19
Nelepsittacus_daphneleeae	extinct	15.9	19
Psittaciformes	extinct	15.9	19
Phaethontes	extinct	61.7	66
Hakawai_melvillei	extinct	15.9	19
Hakawai_melvillei	extinct	15.9	19
Hakawai_melvillei	extinct	15.9	19
Hakawai_melvillei	extinct	15.9	19
Hakawai_melvillei	extinct	15.9	19
Hakawai_melvillei	extinct	15.9	19
Hakawai_melvillei	extinct	15.9	19
Puffinus	extinct	3	3.6
Graculavidae	extinct	47.8	56
Coraciiformes	extinct	47.8	56
Anseriformes	extinct	47.8	56
Aves	extinct	13.65	15.97
Psilopteridae	extinct	33.9	48.6
Aegolius_martae	extinct	0.126	0.781
Aegolius_martae	extinct	0.126	0.781
Tyto_mourerchauvireae	extinct	0.126	0.781
Porphyrio	extinct	0	0.0117
Apteryx	extinct	0	0.0117
Gallirallus	extinct	0	0.0117
Strigops	extinct	0	0.0117
Phasianidae	extinct	5.333	11.608
Galliformes	extinct	5.333	11.608
Accipitridae	extinct	5.333	11.608
Strigidae	extinct	5.333	11.608
Anatidae	extinct	23.03	28.4
Ergilornithidae	extinct	23.03	28.4
Charadrii	extinct	23.03	28.4
Cygnus	extinct	0	0.0117
Laridae	extinct	0	0.0117
Aves	extinct	0	0.0117
Larus	extinct	3.6	5.333
Morus_loxostylus	extinct	3.6	5.333
Morus_atlanticus	extinct	3.6	5.333
Morus_avitus	extinct	3.6	5.333
Calonectris_borealis	extinct	3.6	5.333
Puffinus	extinct	3.6	5.333
Puffinus_gravis	extinct	3.6	5.333
Puffinus	extinct	3.6	5.333
Puffinus_tenuirostris	extinct	3.6	5.333
Eoceornis_ardetta	extinct	37.2	48.6
Falco_falconella	extinct	46.2	50.3
Grus_marshi	extinct	37.2	48.6
Colymbus_oligocaenus	extinct	23.03	33.9
Larus_pristinus	extinct	23.03	33.9
Limicolavis_pluvianella	extinct	23.03	33.9
Phalacrocorax_marinavis	extinct	23.03	33.9
Phalacrocorax_mediterraneus	extinct	23.03	33.9
Morus_atlanticus	extinct	20.44	23.03
Meleagris_richmondi	extinct	0.0117	2.588
Tympanuchus_lulli	extinct	0.0117	2.588
Larus_elmorei	extinct	2.588	5.333
Protopelicanus_cuvierii	extinct	33.9	38
Tadorna	extinct	0.0117	2.588
Aves	extinct	0.0117	2.588
Pelecanus_schreiberi	extinct	3.6	5.333
Pterodroma_rupinarum	extant	0.0117	2.588
Bulweria_bifax	extant	0.0117	2.588
Puffinus_pacificoides	extinct	0.0117	2.588
Puffinus	extinct	0.0117	2.588
Puffinus_griseus	extinct	0.0117	2.588
Pelagodroma_marina	extant	0.0117	2.588
Atlantisia_podarces	extant	0.0117	2.588
Sterna_fuscata	extant	0.0117	2.588
Dysmoropelia_dekarchiskos	extinct	0.0117	2.588
Pterodroma_rupinarum	extant	0.0117	2.588
Bulweria_bifax	extant	0.0117	2.588
Puffinus	extinct	0.0117	2.588
Oceanodroma_castro	extant	0.0117	2.588
Pelagodroma_marina	extant	0.0117	2.588
Sula_dactylatra	extant	0.0117	2.588
Atlantisia_podarces	extant	0.0117	2.588
Porzana_astrictocarpus	extant	0.0117	2.588
Charadrius_sanctaehelenae	extant	0.0117	2.588
Gygis_alba	extant	0.0117	2.588
Larus	extinct	0.0117	2.588
Upupa_antaios	extinct	0.0117	2.588
Pterodroma_rupinarum	extant	0.0117	2.588
Bulweria_bifax	extant	0.0117	2.588
Oceanodroma_castro	extant	0.0117	2.588
Pelagodroma_marina	extant	0.0117	2.588
Charadrius_sanctaehelenae	extant	0.0117	2.588
Sterna_fuscata	extant	0.0117	2.588
Pterodroma_rupinarum	extant	0.0117	2.588
Puffinus	extinct	0.0117	2.588
Pterodroma_rupinarum	extant	0	0.0117
Puffinus	extinct	0	0.0117
Oceanodroma_castro	extant	0	0.0117
Pelagodroma_marina	extant	0	0.0117
Phaethon_aethereus	extant	0	0.0117
Sula_sula	extant	0	0.0117
Sula_dactylatra	extant	0	0.0117
Fregata_minor	extant	0	0.0117
Fregata_ariel	extant	0	0.0117
Atlantisia_podarces	extant	0	0.0117
Porzana_astrictocarpus	extant	0	0.0117
Charadrius_sanctaehelenae	extant	0	0.0117
Gygis_alba	extant	0	0.0117
Sterna_fuscata	extant	0	0.0117
Nannococcyx_psix	extant	0	0.0117
Pterodroma_rupinarum	extant	0	0.0117
Puffinus	extinct	0	0.0117
Oceanodroma_castro	extant	0	0.0117
Pelagodroma_marina	extant	0	0.0117
Fregata_minor	extant	0	0.0117
Fregata_ariel	extant	0	0.0117
Pterodroma_rupinarum	extant	0	0.0117
Bulweria_bifax	extant	0	0.0117
Puffinus	extinct	0	0.0117
Pelagodroma_marina	extant	0	0.0117
Fregata_ariel	extant	0	0.0117
Atlantisia_podarces	extant	0	0.0117
Porzana_astrictocarpus	extant	0	0.0117
Gygis_alba	extant	0	0.0117
Sterna_fuscata	extant	0	0.0117
Spheniscidae	extinct	41.3	47.8
Palaeognathae	extinct	33.9	38
Puffinus_opisthomelas	extinct	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Synthliboramphus_hypoleucus	extinct	0.0117	0.126
Fratercula_cirrhata	extant	0.0117	0.126
Tyto_alba	extant	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Gavia	extinct	0.0117	0.126
Aechmophorus	extinct	0.0117	0.126
Podiceps	extinct	0.0117	0.126
Fulmarus_glacialis	extant	0.0117	0.126
Puffinus_griseus	extinct	0.0117	0.126
Puffinus_opisthomelas	extinct	0.0117	0.126
Puffinus_tenuirostris	extinct	0.0117	0.126
Oceanodroma_homochroa	extinct	0.0117	0.126
Chen_caerulescens	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Anser_albifrons	extant	0.0117	0.126
Melanitta_fusca	extant	0.0117	0.126
Haliaeetus_leucocephalus	extant	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Caracara_plancus	extant	0.0117	0.126
Limosa	extinct	0.0117	0.126
Arenaria	extinct	0.0117	0.126
Phalaropus	extinct	0.0117	0.126
Larus_californicus	extinct	0.0117	0.126
Larus	extinct	0.0117	0.126
Tyto_alba	extant	0.0117	0.126
Asio_priscus	extinct	0.0117	0.126
Melospiza_melodia	extant	0.0117	0.126
Puffinus_tenuirostris	extinct	0.0117	0.126
Oceanodroma	extinct	0.0117	0.126
Gymnogyps_californianus	extinct	0.0117	0.126
Chen_caerulescens	extinct	0.0117	0.126
Melanitta_perspicillata	extinct	0.0117	0.126
Mergus_serrator	extant	0.0117	0.126
Catoptrophorus_semipalmatus	extinct	0.0117	0.126
Calidris	extinct	0.0117	0.126
Phalaropus	extinct	0.0117	0.126
Larus	extinct	0.0117	0.126
Fratercula_cirrhata	extant	0.0117	0.126
Eremophila_alpestris	extinct	0.0117	0.126
Zonotrichia_leucophrys	extinct	0.0117	0.126
Puffinus_griseus	extinct	0.0117	0.126
Puffinus_tenuirostris	extinct	0.0117	0.126
Fulmarus_glacialis	extant	0.0117	2.588
Chendytes_lawi	extinct	0.0117	2.588
Podiceps_auritus	extinct	0.0117	0.126
Fulmarus_glacialis	extant	0.0117	0.126
Phalacrocorax	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Pluvialis_squatarola	extinct	0.0117	0.126
Calidris	extinct	0.0117	0.126
Uria_aalge	extant	0.0117	0.126
Fratercula_cirrhata	extant	0.0117	0.126
Sterna	extinct	0.0117	0.126
Podiceps	extinct	0.0117	0.126
Oceanodroma_homochroa	extinct	0.0117	0.126
Melanitta_fusca	extant	0.0117	0.126
Melanitta_perspicillata	extinct	0.0117	0.126
Numenius	extinct	0.0117	0.126
Gavia	extinct	0.0117	0.126
Gymnogyps_californianus	extinct	0.0117	0.126
Chen_caerulescens	extinct	0.0117	0.126
Branta_canadensis	extant	0.0117	0.126
Haliaeetus_leucocephalus	extant	0.0117	0.126
Buteo_jamaicensis	extant	0.0117	0.126
Caracara_plancus	extant	0.0117	0.126
Synthliboramphus_antiquus	extant	0.0117	0.126
Ptychoramphus_aleuticus	extant	0.0117	0.126
Fratercula_dowi	extinct	0.0117	0.126
Asio_priscus	extinct	0.0117	0.126
Corvus_corax	extant	0.0117	0.126
Fratercula_dowi	extinct	0.0117	2.588
Fulmarus_glacialis	extant	0.0117	2.588
Puffinus_opisthomelas	extinct	0.0117	2.588
Chendytes_lawi	extinct	0.0117	2.588
Haliaeetus_leucocephalus	extant	0.0117	2.588
Uria_aalge	extant	0.0117	2.588
Synthliboramphus_antiquus	extant	0.0117	2.588
